sku,name,category,price
000003,William,sandals,1900
000003,Paul,sandals,79500
000002,Ryan,sandals,7100
000001,Deborah,boots,7900
000004,Peggy,boots,79500
000004,David,sandals,5900
000001,Yolanda,boots,1900
000001,Cheryl,sandals,7900
000005,Frances,sandals,5900
000001,Arlene,sneakers,7100
000002,Lynne,sneakers,1900
000004,Mildred,sandals,79500
000002,Elizabeth,boots,7100
000005,Dessie,sandals,79500
000004,Rosie,sandals,79500
000001,Scott,boots,7900
000005,Alan,sandals,7900
000002,Melanie,sandals,7100
000002,Gary,boots,1900
000001,William,sandals,5900
000002,Adam,boots,7900
000005,John,boots,7100
000003,Harold,sneakers,7100
000001,Sidney,sandals,79500
000004,Toni,boots,5900
000001,Peter,boots,5900
000004,Lindsey,boots,7900
000003,Rachel,sneakers,79500
000001,Wayne,sneakers,5900
000004,Mario,sandals,7900
000002,Dale,sandals,79500
000002,Stanley,sandals,7900
000004,John,sandals,1900
000004,Robert,sneakers,7100
000002,Debra,sandals,1900
000003,George,boots,79500
000005,Martha,sandals,7100
000002,Gerald,sandals,79500
000001,Albert,boots,7100
000002,Manuel,sandals,5900
000005,Margaret,sandals,1900
000002,Russell,sneakers,7900
000003,Dexter,boots,5900
000004,Kimberly,boots,5900
000004,Brenda,sandals,1900
000001,Bill,boots,79500
000003,Greg,boots,7900
000001,Lorraine,boots,7100
000003,Miguel,sneakers,7900
000002,Gary,boots,7100
000004,Kerry,sandals,7100
000003,Lorraine,sneakers,7900
000002,Randy,sneakers,1900
000002,Walter,sandals,7100
000003,Jennifer,boots,7900
000003,Lonnie,sneakers,1900
000001,Ethel,boots,79500
000002,Sylvia,sneakers,5900
000002,Guillermo,sandals,7100
000004,Zachary,sandals,7900
000004,Ashley,sneakers,7900
000001,Bonnie,boots,1900
000003,Jennifer,sandals,7100
000005,Daniel,boots,1900
000003,Christine,sneakers,1900
000002,Anna,boots,7900
000002,Regina,boots,7900
000003,Justin,sneakers,5900
000005,Gloria,sneakers,1900
000003,Karen,sneakers,79500
000004,Christina,sneakers,79500
000005,Sandra,boots,7900
000004,Carolyn,sandals,7900
000001,Maria,sneakers,7100
000005,Nancy,sandals,7100
000002,Emma,boots,1900
000001,Elwood,sandals,5900
000001,Raymond,sneakers,7900
000004,Brian,boots,5900
000004,Edward,sneakers,79500
000002,Jesus,sneakers,7100
000002,Nina,sandals,7900
000004,Beulah,sandals,1900
000002,Margaret,boots,1900
000001,Helen,sneakers,7900
000001,Richard,sneakers,7900
000002,Guadalupe,sandals,79500
000001,Crystal,boots,7100
000001,Marianne,boots,7900
000005,Ray,sneakers,79500
000003,Marie,sneakers,5900
000005,Vivian,sandals,5900
000001,Henrietta,boots,79500
000005,Walter,boots,5900
000003,Melissa,boots,7100
000001,Diana,sandals,79500
000004,Nancy,sandals,7900
000004,Alexandria,sandals,7100
000003,Della,sneakers,7100
000001,Herbert,sneakers,5900
000005,Buddy,sandals,7900
000002,Victor,boots,1900
000001,Dave,sandals,5900
000002,Barbara,boots,7100
000001,Christopher,boots,79500
000004,Craig,boots,7100
000004,Mary,boots,7100
000002,Elaine,sandals,79500
000002,Grace,boots,7100
000005,Mona,boots,1900
000003,James,sneakers,79500
000002,Alice,sandals,5900
000001,Robert,sandals,1900
000003,James,boots,7900
000004,Philip,sandals,7100
000003,David,boots,79500
000001,David,boots,7900
000001,Colleen,sandals,7100
000002,Cynthia,boots,79500
000005,Tanya,sneakers,7900
000002,Frank,sneakers,7900
000005,Edward,sandals,1900
000005,Joan,sandals,79500
000003,Stella,boots,7100
000003,Michael,sneakers,7100
000002,Nicole,sandals,5900
000004,Tia,sandals,7100
000005,George,boots,7900
000004,Marvin,sandals,5900
000002,Joyce,boots,5900
000004,Joseph,sandals,79500
000002,Albert,sandals,7900
000005,Jose,sneakers,5900
000001,Beverly,sandals,7900
000004,Kali,sandals,5900
000001,Michael,sneakers,7900
000004,Barry,sandals,79500
000002,Miguel,sneakers,5900
000005,Gina,boots,7900
000001,Charles,boots,1900
000004,Kevin,boots,1900
000003,Constance,boots,79500
000002,Zachary,sandals,1900
000002,Arthur,boots,7900
000004,Justin,sneakers,79500
000003,Shari,sandals,79500
000005,Sterling,sandals,7100
000001,Virginia,sandals,1900
000003,George,sneakers,7100
000002,Jason,boots,7100
000005,Chris,boots,1900
000005,Kathleen,sandals,7100
000005,James,boots,1900
000004,Cheryl,sandals,7900
000005,Eva,sandals,1900
000003,Mary,sandals,5900
000001,David,sneakers,79500
000005,Roderick,boots,1900
000003,Mary,sandals,7100
000002,Harold,sandals,5900
000005,Rene,boots,7100
000005,Jesse,sneakers,1900
000001,Margaret,sneakers,7900
000004,John,sneakers,7900
000003,Anissa,sandals,79500
000003,Julie,sneakers,7100
000003,Richard,sneakers,5900
000002,Anita,boots,79500
000004,Angie,boots,7900
000004,Alfonso,sneakers,5900
000002,Anh,boots,7900
000002,James,sandals,7100
000004,Julie,boots,5900
000004,Helen,boots,1900
000005,Dorothy,boots,7900
000001,Ronnie,sandals,79500
000002,William,boots,1900
000002,Deb,boots,1900
000002,Joy,sneakers,7900
000004,Fredrick,sneakers,7100
000003,April,sandals,7100
000002,Rey,boots,5900
000004,Dennis,boots,7100
000001,Julietta,sandals,7100
000002,Bonnie,sneakers,79500
000003,Todd,sneakers,1900
000002,Russell,sandals,5900
000003,Mark,sandals,7100
000005,Patti,boots,7100
000001,Arthur,sandals,5900
000002,Earl,boots,5900
000005,Hattie,boots,5900
000004,Julie,boots,79500
000003,Kenneth,sneakers,7100
000003,Dean,sandals,79500
000002,Robert,sandals,7100
000005,Megan,sandals,79500
000005,Martin,sandals,7100
000002,Sharon,sandals,79500
000005,Dale,sandals,5900
000002,Sharon,boots,7100
000004,Matthew,sneakers,5900
000005,Cheryl,sandals,1900
000001,Shane,sandals,1900
000003,Brian,sandals,79500
000001,Norman,sneakers,1900
000001,Coletta,sandals,7100
000004,Rose,boots,7900
000004,Gregory,boots,5900
000002,Christopher,boots,7900
000005,Pat,boots,1900
000005,John,boots,7900
000003,Ruth,sneakers,7900
000002,Regina,boots,79500
000005,Amanda,sandals,7100
000001,Jessica,sandals,79500
000005,Kelly,sandals,7100
000002,Beverly,boots,1900
000004,Mildred,sneakers,5900
000001,Reginald,boots,7900
000002,Kevin,boots,79500
000003,Jamie,sandals,1900
000003,Amy,boots,7900
000001,Robert,boots,1900
000004,Christy,sandals,1900
000001,Mark,sandals,79500
000001,Shannon,sandals,7100
000004,Rosario,boots,7100
000003,Cassandra,sandals,1900
000003,Jean,boots,7100
000004,Sheryl,sandals,7900
000001,Anne,sandals,7100
000005,Thomas,boots,5900
000001,Nancy,boots,5900
000002,David,sandals,1900
000004,Jamie,sandals,7900
000005,Cynthia,boots,5900
000002,Vicki,sneakers,7900
000004,Lisa,sandals,7900
000001,Jesse,sandals,1900
000005,Elizabeth,sandals,7100
000004,Wilma,sandals,1900
000003,George,boots,5900
000005,Judy,sandals,1900
000001,Jose,sandals,1900
000001,Henry,sneakers,5900
000003,Joshua,sneakers,7900
000005,Audra,sandals,79500
000002,Harold,sneakers,7100
000001,William,boots,7900
000005,Maria,sandals,79500
000003,Patricia,sandals,1900
000003,Ashley,sandals,7100
000002,Bertha,boots,79500
000003,Robert,boots,5900
000001,Shirley,boots,7900
000003,Anthony,sneakers,7900
000005,Gloria,sneakers,5900
000003,Anna,boots,7900
000003,Amber,boots,7900
000003,Waneta,sneakers,5900
000002,Kathryn,sandals,1900
000002,Andre,boots,5900
000002,Mark,sandals,7100
000001,Sandra,sneakers,7900
000001,Nora,sneakers,79500
000003,Eartha,sandals,7100
000003,Delia,sandals,7100
000003,John,boots,5900
000002,Hui,sandals,5900
000004,Alex,boots,7100
000003,Carolina,sandals,5900
000003,Dorothy,sneakers,79500
000005,Dorothy,boots,1900
000003,Carol,boots,79500
000001,Kaitlyn,boots,79500
000002,Willie,sandals,1900
000003,Christine,boots,5900
000002,Wade,boots,5900
000005,Courtney,boots,79500
000005,Douglas,sandals,7100
000003,Stephen,boots,7100
000005,Joe,boots,7100
000005,Marybeth,sandals,7100
000004,Lois,sandals,7900
000003,Lee,boots,7100
000004,David,sandals,1900
000001,Latisha,sandals,1900
000005,Gilbert,boots,7100
000004,Jodi,boots,5900
000002,Kenneth,sandals,1900
000004,James,boots,5900
000004,Julie,sandals,79500
000004,Virginia,boots,7900
000001,Eun,sandals,7100
000004,Kenneth,boots,7900
000003,Nikita,boots,7900
000003,Molly,boots,7900
000002,Linda,sandals,1900
000003,Jeremiah,boots,1900
000002,Stephen,boots,79500
000002,Carrie,sandals,79500
000005,Roy,sandals,7900
000005,William,boots,79500
000003,Daniel,boots,1900
000004,Laura,boots,5900
000005,Barbara,sneakers,5900
000001,Hugh,sandals,7100
000001,James,boots,7900
000002,Eleanor,boots,79500
000002,Frederick,sneakers,79500
000004,Laura,boots,79500
000002,Thelma,sandals,79500
000002,Lillie,sneakers,1900
000004,Jeff,sandals,1900
000003,Alice,sandals,7900
000003,Phillip,sneakers,7100
000003,Jacqueline,boots,5900
000004,Eugene,boots,79500
000003,Rich,sandals,1900
000002,Maria,boots,79500
000003,Erica,sneakers,7100
000003,William,sneakers,7900
000002,Frances,boots,1900
000004,Leticia,sandals,7100
000001,Josephine,boots,7900
000002,David,boots,5900
000005,Willie,sandals,5900
000002,Brian,boots,79500
000001,Kyle,boots,79500
000002,Jill,boots,7900
000004,Peter,sneakers,79500
000003,Tyrone,boots,7900
000004,James,boots,79500
000001,Leola,sneakers,7900
000001,Scott,sandals,7900
000002,Phyllis,sandals,7100
000005,Dennis,boots,79500
000003,Charles,sandals,7900
000003,Mary,boots,7900
000005,Timothy,boots,1900
000004,Stacy,sneakers,79500
000004,Dale,sneakers,5900
000005,Gary,sneakers,1900
000003,David,sandals,1900
000003,Juan,boots,5900
000005,Juan,sandals,7100
000001,Wayne,sneakers,1900
000004,Cecil,sneakers,7900
000001,Joseph,boots,1900
000003,Alison,boots,5900
000002,Paul,sneakers,1900
000004,Andrea,boots,1900
000003,James,boots,79500
000004,Veronica,sneakers,7900
000004,Jeanette,sneakers,5900
000001,Louisa,sneakers,1900
000005,Paul,sandals,1900
000003,Arthur,sandals,7900
000005,Marvin,sandals,7100
000005,Shannon,boots,7900
000005,John,sandals,1900
000005,Rachel,boots,5900
000002,Jerri,sandals,79500
000005,Marlene,boots,1900
000004,Theola,sandals,7900
000003,Douglas,sneakers,79500
000004,Paul,boots,1900
000004,Jacquelyn,sneakers,7900
000004,Martha,boots,1900
000001,Loretta,sandals,7900
000003,Francis,sandals,5900
000004,Allen,boots,1900
000003,Yvonne,sandals,79500
000003,Stacey,sandals,7900
000002,William,sneakers,7100
000004,Amy,sneakers,1900
000004,Janet,boots,5900
000002,Donna,boots,79500
000005,Denise,sneakers,7100
000004,Grace,boots,7900
000004,Jeff,sandals,1900
000004,Frank,sandals,7100
000001,Ernest,sandals,79500
000004,Raul,boots,79500
000004,Elizabeth,sneakers,7900
000004,Joshua,boots,5900
000002,Timothy,sandals,79500
000002,Maggie,sneakers,7900
000001,Jay,boots,7100
000004,Frederic,sandals,5900
000002,Michelle,boots,7900
000004,Brandi,boots,7900
000002,Arthur,boots,79500
000003,Margaret,sandals,1900
000002,Richard,sneakers,7100
000003,Cyril,boots,7100
000001,Mary,boots,1900
000002,Colleen,boots,1900
000005,Jessica,boots,7900
000005,John,sneakers,5900
000002,Richard,sandals,7100
000002,Hector,sandals,5900
000004,Laurel,sandals,5900
000004,Larry,boots,7100
000003,Ashley,sandals,5900
000005,Kyla,sandals,7900
000005,Micheal,sneakers,7100
000005,Nancy,sandals,7100
000001,Eric,sneakers,1900
000003,Meagan,sneakers,5900
000005,Christine,boots,7100
000004,Anna,sandals,7900
000004,Judy,boots,5900
000002,Stephanie,sandals,5900
000003,Mary,boots,7100
000004,Aaron,sandals,1900
000005,Victoria,sneakers,79500
000003,John,sandals,1900
000001,Esther,sandals,7900
000002,Daniel,sneakers,7100
000002,Lois,boots,7100
000005,Louis,boots,5900
000003,Amy,sandals,79500
000003,Jeannie,boots,7100
000004,Michael,sandals,7900
000005,Traci,sneakers,1900
000002,Donna,boots,7900
000004,Alpha,sneakers,7900
000005,Bradley,boots,1900
000004,John,sneakers,7900
000001,John,sandals,79500
000002,Jerome,boots,7100
000005,Peter,sandals,7100
000001,Donald,sneakers,7100
000002,William,sandals,79500
000001,Thomas,boots,7100
000001,Troy,sandals,1900
000003,Michael,sandals,7900
000004,Louis,boots,5900
000002,Barbara,boots,7900
000003,Jessie,sneakers,5900
000001,Joanna,sandals,7100
000003,Rita,boots,5900
000005,Ruben,boots,7100
000001,Clayton,boots,1900
000001,Zachary,sneakers,7100
000001,Benjamin,sneakers,7900
000005,Jacob,boots,79500
000005,Kenneth,sandals,7100
000005,Martha,boots,79500
000003,Heather,sandals,79500
000005,Jeffrey,boots,79500
000004,Michael,boots,79500
000001,Roberto,sandals,7100
000005,Clara,boots,7100
000004,Roger,boots,7100
000004,James,boots,7900
000003,James,boots,1900
000003,Robert,sandals,5900
000002,Harold,boots,1900
000005,Carmen,boots,7100
000002,Juanita,sandals,7100
000003,Delores,boots,7900
000001,Steve,sandals,1900
000003,Leslie,sandals,79500
000003,Joseph,sandals,5900
000005,Ashley,sandals,7100
000002,Mary,sandals,5900
000005,Kim,boots,1900
000001,Minnie,boots,5900
000001,Lucille,boots,7900
000004,Roy,boots,1900
000002,Ava,sneakers,7100
000001,John,sandals,5900
000004,Rebecca,sandals,7900
000002,Bernardo,boots,7900
000003,Chris,sneakers,5900
000003,Walter,sandals,7100
000003,Lucille,sneakers,7100
000003,Lana,sneakers,1900
000001,Helen,boots,7900
000005,Contessa,boots,1900
000004,Hilda,sneakers,1900
000002,William,boots,7100
000003,Sylvia,boots,7100
000002,Carolyn,sandals,1900
000005,Andrew,sandals,7900
000002,Zachary,sneakers,7900
000001,Rosa,boots,7100
000004,Juana,sneakers,1900
000005,Jesenia,boots,5900
000004,Catherine,sandals,7900
000005,Rebecca,sandals,7100
000002,Jeffrey,sandals,1900
000005,Eric,sandals,5900
000001,Felicia,sandals,1900
000005,Vivian,sandals,1900
000005,Dwayne,sandals,1900
000004,Lucy,sneakers,1900
000001,Michael,boots,79500
000003,Esther,boots,7100
000005,Terry,sandals,5900
000001,Latasha,boots,7900
000004,Clarence,sneakers,79500
000004,James,boots,7100
000003,Roger,sneakers,7900
000003,Carrie,sandals,5900
000003,Elbert,boots,7100
000002,Robert,sandals,7100
000002,Joseph,boots,79500
000003,Vincent,sandals,7900
000005,Shannon,sneakers,79500
000004,Gertrude,boots,7100
000002,Samantha,sandals,79500
000002,Patricia,sandals,79500
000004,Paul,boots,5900
000004,Guadalupe,boots,7100
000001,Helen,sandals,1900
000003,Sean,sandals,79500
000001,Angela,sneakers,7900
000004,Steven,sandals,7100
000002,Angie,boots,7900
000002,Betty,boots,79500
000005,Marjorie,sandals,79500
000002,Stephen,boots,1900
